register	file	path	english
consumer	reengage	MA_TOAST/share	Shared as a LINE message · liff.line.me/2006118-Familyness
consumer	reengage	MA_TOAST/home	Shortcut added to your Home screen
consumer	reengage	MA_TOAST/star	Added to Favorites · find it in the MINI tab
consumer	reengage	MA_TOAST/info	Provider page · Nestlé Japan Ltd.
consumer	reengage	MA_TOAST/flag	LINE inquiry form opened in your browser
consumer	reengage	maBody	points to
consumer	reengage	maBody	Top tier
consumer	reengage	maBody	Member no.
consumer	reengage	maBody	Sample history
consumer	reengage	maBody	LACTOGROW 3 · trial pack 400 g⟦0⟧⟦1⟧Delivered Sep 14 · feedback: loved it
consumer	reengage	maBody	Earn more
consumer	reengage	maBody	Done · points added
consumer	reengage	maBody	Tap to take part
consumer	reengage	maBody	LACTO10 · 10% off, applied automatically
consumer	reengage	maBody	Aktif
consumer	reengage	maBody	Buy
consumer	reengage	maBody	Earn
consumer	reengage	maBody	Done
consumer	reengage	maBody	Redeem
consumer	reengage	maBody	Redeemed · in your LINE coupons
consumer	reengage	maBody	Tummy comfort at 2–3 years
consumer	reengage	maBody	5 min read · picked for you
consumer	reengage	maBody	Shichi-Go-San: a checklist for the day
consumer	reengage	maBody	3 min read · Nov 15
consumer	reengage	maBody	Switching growing-up milks: a 7-day plan
consumer	reengage	maBody	4 min read
consumer	reengage	maBody	Your details
consumer	reengage	maBody	Privacy
consumer	reengage	maBody	Consent⟦0⟧⟦1⟧Privacy notice v1.0 · Sep 12, 2026
consumer	reengage	maBody	Data access⟦0⟧⟦1⟧Stored in Japan · accessed from India
consumer	reengage	maBody	Download my data
consumer	reengage	maBody	Withdraw consent
consumer	reengage	maBody	Delete my data
consumer	reengage	maSheet	Recently used services
consumer	reengage	maSheet	MINI App · now
consumer	reengage	maSheet	Yamato Transport · tracking
consumer	reengage	maSheet	LIFF app · Sep 14
consumer	reengage	maSheet	Distacart · LACTOGROW
consumer	reengage	maSheet	LIFF app · Sep 21
consumer	reengage	maSheet	Camera
consumer	reengage	maSheet	Microphone
consumer	reengage	maSheet	Changes may need a refresh to take effect.
consumer	reengage		redeemed · sent to your LINE coupons
consumer	reengage		Opening Distacart · LACTO10 applied
consumer	reengage	dl	Your data export is being prepared · link sent on LINE
consumer	reengage	wd	Consent withdrawn · marketing messages stop today
consumer	reengage	del	Deletion requested · done within 14 days, confirmed on LINE
b2b	reengage	s0	User profile
b2b	reengage	s0	AUTO-ENROLLED
b2b	reengage	s0	is now a
b2b	reengage	s0	member
b2b	reengage	s0	Enrolled the moment her sample was delivered and her feedback came in — no extra sign-up. The same conversation carries on.
b2b	reengage	s0	points⟦0⟧⟦1⟧Bronze
b2b	reengage	s0	See what
b2b	reengage	s1	member since Sep 21
b2b	reengage	s1b/modal	THIS IS LIVE — TRY IT
b2b	reengage	s1b/modal	Five tabs, all interactive
b2b	reengage	s1b/modal	Got it — let me tap around
b2b	reengage	s1b	Member’s view — LINE mini app
b2b	reengage	s1b	The real app, running here — every tab and activity is live
b2b	reengage	s1b	The member card ⟦0⟧is⟦1⟧ the loyalty program — it opens inside LINE, with no app download and no new password.
b2b	reengage	s1b	of verified samplers enrolled
b2b	reengage	s1b	extra forms to fill
b2b	reengage	s1b	wallet across every brand line
b2b	reengage	s1b	👆 Fully interactive — tap any tab, earn points, redeem a reward, scan a receipt.
b2b	reengage	s2/rows	CAPTURED
b2b	reengage	s2/rows	Scheduled
b2b	reengage	s2/rows	why ›
b2b	reengage	s2/body	BALANCE
b2b	reengage	s2/body	One profile → the right festival moment for each member, and the wrong ones skipped.
b2b	reengage	s2/body	Not sent to
b2b	reengage	s2/body	Schedule campaign
b2b	reengage	s2/modal	WE KNEW
b2b	reengage	s2/modal	SHE GETS
b2b	reengage	s2	Skipped⟦0⟧ — she doesn’t match this segment
b2b	reengage	s2	See it on LINE
b2b	reengage	s2	Re-engagement opportunities
b2b	reengage	s2	What
b2b	reengage	s2	does next with this profile · click a row
consumer	reengage	openViewer	Your family manga
consumer	reengage	animateManga	tap to open
consumer	reengage	tickPts/textContent	2× spin won
consumer	reengage	spin/textContent	Spinning…
consumer	reengage	spin/textContent	good luck…
consumer	reengage	spin/textContent	🎉 2× POINTS WON
consumer	reengage	spin	Familyness points doubled
consumer	reengage	spin	Double points! 🎉⟦0⟧Your spin doubled your points
consumer	reengage	spin	pts are in your Familyness card.
consumer	reengage	wishFlow/onclick	Your tanzaku on the wish tree
consumer	reengage	wishFlow	2× week
b2b	redata	RE_CFG/pedigree/program	Pedigree Pack Club
consumer	redata	RE_CFG/pedigree/member	PPC-2026-088412
consumer	redata	RE_CFG/pedigree/last	Pawsome! 🐶 Here's 15% off a full-size pack of Pedigree Adult.⟦0⟧Coupon: PED-JP-15⟦1⟧Applied automatically on the Pedigree store.
consumer	redata	RE_CFG/pedigree/welcome	Welcome to Pedigree Pack Club, Sakura 🎁⟦0⟧You're in — 250 points for trying the sample and telling us how it went. Points turn into treats, coupons and early access to seasonal offers.
consumer	redata	RE_CFG/pedigree/welcomeCta	Open my member card
b2b	redata	RE_CFG/pedigree/profile	Sakura Sato
b2b	redata	RE_CFG/pedigree/profile	Address ✅
b2b	redata	RE_CFG/pedigree/profile	Neo Garden 305, 4-2-18 Shinjuku, Tokyo 160-0022
b2b	redata	RE_CFG/pedigree/profile	Instagram ad · utm_source=meta
b2b	redata	RE_CFG/pedigree/cohorts	Dog owner
b2b	redata	RE_CFG/pedigree/cohorts	Adult dog · 1–7 y
b2b	redata	RE_CFG/pedigree/cohorts	Dry-food buyer
b2b	redata	RE_CFG/pedigree/cohorts	Tokyo · Shinjuku
b2b	redata	RE_CFG/pedigree/cohorts	Loved the sample
b2b	redata	RE_CFG/pedigree/cohorts	High intent · Buy now
b2b	redata	RE_CFG/pedigree/captured	3 answers
b2b	redata	RE_CFG/pedigree/captured	SKU: Pedigree Adult
b2b	redata	RE_CFG/pedigree/captured	Delivered · photo
consumer	redata	RE_CFG/pedigree/captured	Feedback: Loved it
b2b	redata	RE_CFG/pedigree/opps/data	Dog age: Adult (1–7 y)
b2b	redata	RE_CFG/pedigree/opps/d	Nov 1
b2b	redata	RE_CFG/pedigree/opps/n	Dog Day
b2b	redata	RE_CFG/pedigree/opps/jp	Inu no Hi
b2b	redata	RE_CFG/pedigree/opps/idea	2× points on Pedigree Adult + free dental-check guide
b2b	redata	RE_CFG/pedigree/opps/msg	It's Dog Day! 🐶 Earn 2× Pack Club points on Pedigree Adult this week, plus a free dental-check guide for your dog.
b2b	redata	RE_CFG/pedigree/opps/cta	Claim 2× points
b2b	redata	RE_CFG/pedigree/opps/send	Oct 30 · 18:00
b2b	redata	RE_CFG/pedigree/opps/seg	Adult-dog owners · 16.6k members
b2b	redata	RE_CFG/pedigree/opps/data	Purchase intent: Buy now
b2b	redata	RE_CFG/pedigree/opps/d	Dec 24
b2b	redata	RE_CFG/pedigree/opps/n	Christmas gift box
b2b	redata	RE_CFG/pedigree/opps/jp	Christmas
b2b	redata	RE_CFG/pedigree/opps/idea	Pedigree Adult 2.5 kg + festive treats — 20% off or 500 points
b2b	redata	RE_CFG/pedigree/opps/msg	Merry Christmas from Pedigree 🎄 Your dog's gift box is ready: Pedigree Adult 2.5 kg + festive treats, 20% off — or redeem 500 points.
b2b	redata	RE_CFG/pedigree/opps/cta	Order the gift box
b2b	redata	RE_CFG/pedigree/opps/send	Dec 10 · 10:00
b2b	redata	RE_CFG/pedigree/opps/seg	High intent · 3,595 members
b2b	redata	RE_CFG/pedigree/opps/data	Geo: Shinjuku-ku, Tokyo
b2b	redata	RE_CFG/pedigree/opps/d	Mar 28
b2b	redata	RE_CFG/pedigree/opps/n	Hanami walks
b2b	redata	RE_CFG/pedigree/opps/jp	Hanami
b2b	redata	RE_CFG/pedigree/opps/idea	Dog-friendly sakura routes near Shinjuku Gyoen + pocket-treat kit
b2b	redata	RE_CFG/pedigree/opps/msg	Sakura season 🌸 Here are 3 dog-friendly hanami routes near Shinjuku Gyoen — and a pocket-treat kit for the walk.
b2b	redata	RE_CFG/pedigree/opps/cta	See the routes
b2b	redata	RE_CFG/pedigree/opps/send	Mar 20 · 10:00
b2b	redata	RE_CFG/pedigree/opps/seg	Dog owners · Tokyo · 14.2k members
b2b	redata	RE_CFG/pedigree/opps/data	Food type: Dry food
b2b	redata	RE_CFG/pedigree/opps/d	Aug 13
b2b	redata	RE_CFG/pedigree/opps/n	Obon wet-food trial
b2b	redata	RE_CFG/pedigree/opps/jp	Obon
b2b	redata	RE_CFG/pedigree/opps/idea	Not sent — Sakura is a dry-food buyer, so the wet-pouch campaign skips her
b2b	redata	RE_CFG/pedigree/opps/msg	Stay cool this Obon ☀️ Hydration tips for your dog and a free Pedigree wet-food pouch to try.
b2b	redata	RE_CFG/pedigree/opps/cta	Get the pouch
b2b	redata	RE_CFG/pedigree/opps/send	Aug 5 · 10:00
b2b	redata	RE_CFG/pedigree/opps/seg	Wet & mixed-food buyers · 12.5k members
b2b	redata	RE_CFG/pampers/program	Pampers Club
consumer	redata	RE_CFG/pampers/last	Wonderful! Try the full pack at 10% off 🛍️⟦0⟧Coupon: PAMPERS-10⟦1⟧Applied automatically on the Pampers store.
consumer	redata	RE_CFG/pampers/welcome	Welcome to Pampers Club, Sakura 🎁⟦0⟧You're in — 250 points for trying Premium Care and sharing your feedback. Points turn into coupons, size-up reminders and little gifts for baby's firsts.
b2b	redata	RE_CFG/pampers/profile	Phone · email
b2b	redata	RE_CFG/pampers/profile	Google sponsored result · utm_source=google
b2b	redata	RE_CFG/pampers/cohorts	Baby 2–4 months
b2b	redata	RE_CFG/pampers/cohorts	4–8 kg · Size S
b2b	redata	RE_CFG/pampers/cohorts	Sensitive skin
b2b	redata	RE_CFG/pampers/cohorts	Concern: stuffiness
b2b	redata	RE_CFG/pampers/cohorts	High intent · Open store
b2b	redata	RE_CFG/pampers/captured	4 answers
b2b	redata	RE_CFG/pampers/captured	SKU: Premium Care S
b2b	redata	RE_CFG/pampers/opps/data	Weight: 4–8 kg (Sep)
b2b	redata	RE_CFG/pampers/opps/d	Jan 1
b2b	redata	RE_CFG/pampers/opps/n	Oshōgatsu — size-up
b2b	redata	RE_CFG/pampers/opps/jp	Oshōgatsu
b2b	redata	RE_CFG/pampers/opps/idea	Baby will be ~7 kg by January → size-M reminder with 15% off
b2b	redata	RE_CFG/pampers/opps/msg	Happy New Year 🎍 Off to hatsu-mōde? Here's the baby checklist — and a heads-up: at ~7 kg it may be time for size M. 15% off your first M pack.
b2b	redata	RE_CFG/pampers/opps/cta	Try size M
b2b	redata	RE_CFG/pampers/opps/send	Dec 28 · 10:00
b2b	redata	RE_CFG/pampers/opps/seg	Size S · predicted size-up · 7,420 members
b2b	redata	RE_CFG/pampers/opps/data	Baby age: 2–4 months
b2b	redata	RE_CFG/pampers/opps/d	May 5
b2b	redata	RE_CFG/pampers/opps/n	Kodomo no Hi
b2b	redata	RE_CFG/pampers/opps/idea	Baby's first Children's Day — koinobori craft kit + 150 points
b2b	redata	RE_CFG/pampers/opps/msg	Baby's first Happy Kodomo no Hi 🎏 Make a koinobori together with our craft kit — and earn 150 Pampers Club points.
b2b	redata	RE_CFG/pampers/opps/cta	Get the craft kit
b2b	redata	RE_CFG/pampers/opps/send	Apr 26 · 10:00
b2b	redata	RE_CFG/pampers/opps/seg	Babies 0–12 months · 21.4k members
b2b	redata	RE_CFG/pampers/opps/data	Purchase intent: Open store
b2b	redata	RE_CFG/pampers/opps/n	First Christmas set
b2b	redata	RE_CFG/pampers/opps/idea	Premium Care S + wipes bundle at 2× points
b2b	redata	RE_CFG/pampers/opps/msg	Merry Christmas 🎄 Baby's first Christmas set is ready — Premium Care S + wipes at 2× Pampers Club points.
b2b	redata	RE_CFG/pampers/opps/cta	Order the gift set
b2b	redata	RE_CFG/pampers/opps/seg	Size S · high intent · 3,466 members
b2b	redata	RE_CFG/pampers/opps/data	Baby age: 3 months
b2b	redata	RE_CFG/pampers/opps/d	Nov 15
b2b	redata	RE_CFG/pampers/opps/n	Shichi-go-san
b2b	redata	RE_CFG/pampers/opps/jp	Shichi-Go-San
b2b	redata	RE_CFG/pampers/opps/idea	Not sent — the shrine-visit campaign targets 3-year-olds, so it skips Sakura
b2b	redata	RE_CFG/pampers/opps/msg	Shichi-Go-San is coming 👘 Here's our shrine-visit guide and a family photo-shoot offer for your three-year-old.
b2b	redata	RE_CFG/pampers/opps/cta	Book the photo shoot
b2b	redata	RE_CFG/pampers/opps/send	Nov 5 · 10:00
b2b	redata	RE_CFG/pampers/opps/seg	Children aged 3 · 2,180 members
consumer	redata	RE_CFG/lactogrow/first	Mayumi
consumer	redata	RE_CFG/lactogrow/program	Nestlé Familyness
consumer	redata	RE_CFG/lactogrow/app/earn	Share a family photo
consumer	redata	RE_CFG/lactogrow/app/earn	Review on Distacart
consumer	redata	RE_CFG/lactogrow/app/earn	Refer a parent friend
consumer	redata	RE_CFG/lactogrow/app/earn	Upload a receipt
consumer	redata	RE_CFG/lactogrow/app/redeem	¥1,000 gift card
consumer	redata	RE_CFG/lactogrow/app/redeem	Shichi-Go-San photo frame
consumer	redata	RE_CFG/lactogrow/app/redeem	Familyness hamper
consumer	redata	RE_CFG/lactogrow/app/shop	LACTOGROW 3 · 400 g
consumer	redata	RE_CFG/lactogrow/app/shop	LACTOGROW 3 · 850 g
consumer	redata	RE_CFG/lactogrow/app/shop	Aktif · 4–6 y 400 g
consumer	redata	RE_CFG/lactogrow/last	How was it? Please tell us how your child liked LACTOGROW 3.
consumer	redata	RE_CFG/lactogrow/last	Wonderful! 🛒️ You told us you shop on Distacart — here’s 10% off the full 400 g pack there.⟦0⟧Coupon: LACTO10⟦1⟧Applied automatically at checkout.
consumer	redata	RE_CFG/lactogrow/last	Shop on Distacart
consumer	redata	RE_CFG/lactogrow/welcome	Welcome to Nestlé Familyness, Mayumi 🎁⟦0⟧You’re in — 250 points for trying LACTOGROW and telling us how it went. Points become coupons, growing-up guides and little gifts for your family’s milestones.
b2b	redata	RE_CFG/lactogrow/profile	Sakura Terrace 402, 3-11-5 Aobadai, Meguro-ku, Tokyo 153-0042
b2b	redata	RE_CFG/lactogrow/cohorts	Child 2–3 years
b2b	redata	RE_CFG/lactogrow/cohorts	Switching from another brand
b2b	redata	RE_CFG/lactogrow/cohorts	Tokyo · Meguro
b2b	redata	RE_CFG/lactogrow/cohorts	Shops on Distacart
b2b	redata	RE_CFG/lactogrow/cohorts	High intent · coupon tapped
b2b	redata	RE_CFG/lactogrow/captured	Geo · 153-0042
b2b	redata	RE_CFG/lactogrow/captured	5 answers
b2b	redata	RE_CFG/lactogrow/captured	SKU: LACTOGROW 3
b2b	redata	RE_CFG/lactogrow/captured	Purchase intent · Distacart
b2b	redata	RE_CFG/lactogrow/opps/data	Child turns 3 in November
b2b	redata	RE_CFG/lactogrow/opps/n	Shichi-Go-San · spin the wheel
b2b	redata	RE_CFG/lactogrow/opps/short	Child turns 3
b2b	redata	RE_CFG/lactogrow/opps/short	Nov 15 · Shichi-Go-San
b2b	redata	RE_CFG/lactogrow/opps/short	Spin to win
b2b	redata	RE_CFG/lactogrow/opps/msg	Happy Shichi-Go-San, Mayumi! 🎎 Your little one turns 3 — spin the Familyness wheel for a keepsake photo frame, 2× points or a free LACTOGROW 850 g pack.
b2b	redata	RE_CFG/lactogrow/opps/cta	🎡 Spin the wheel
b2b	redata	RE_CFG/lactogrow/opps/send	Nov 8 · 10:00
b2b	redata	RE_CFG/lactogrow/opps/seg	Children turning 3 · 9,140 members
b2b	redata	RE_CFG/lactogrow/opps/data	Feedback: Loved it · UGC-willing
b2b	redata	RE_CFG/lactogrow/opps/d	Always-on
b2b	redata	RE_CFG/lactogrow/opps/n	Turn my story into a manga
b2b	redata	RE_CFG/lactogrow/opps/jp	Manga campaign
b2b	redata	RE_CFG/lactogrow/opps/short	Feedback: loved it
b2b	redata	RE_CFG/lactogrow/opps/short	Her story, drawn
b2b	redata	RE_CFG/lactogrow/opps/invite	Share your funniest parenting moment! 📣⟦0⟧Tell us a funny story about your little one and we’ll turn it into a 6-panel manga you can share. Best stories win a LACTOGROW gift box.
b2b	redata	RE_CFG/lactogrow/opps/inviteCta	Send my story
b2b	redata	RE_CFG/lactogrow/opps/story	My 2-year-old has one response whenever a stranger talks to him: “I’m hungry.”⟦0⟧One day, a man in the elevator was holding tater tots.⟦1⟧My son looked at him and politely asked for one. He got it.⟦2⟧We had a new baby that day. He didn’t mention the baby once. 😂
b2b	redata	RE_CFG/lactogrow/opps/reply	All done! 🎨 Here’s your family manga, Mayumi — drawn from your story in 40 seconds.
b2b	redata	RE_CFG/lactogrow/opps/msg	Share it with #LactogrowManga and earn 300 Familyness points. Your manga also goes into this month’s parent gallery 📖
b2b	redata	RE_CFG/lactogrow/opps/cta	Share to LINE
b2b	redata	RE_CFG/lactogrow/opps/send	Oct 5 · 19:00
b2b	redata	RE_CFG/lactogrow/opps/seg	Positive feedback · 5,100 members
b2b	redata	RE_CFG/lactogrow/opps/data	Daughter · Tokyo household
b2b	redata	RE_CFG/lactogrow/opps/d	Mar 3
b2b	redata	RE_CFG/lactogrow/opps/n	Hinamatsuri sticker set
b2b	redata	RE_CFG/lactogrow/opps/jp	Hinamatsuri
b2b	redata	RE_CFG/lactogrow/opps/short	Has a daughter
b2b	redata	RE_CFG/lactogrow/opps/short	Mar 3 · Hinamatsuri
b2b	redata	RE_CFG/lactogrow/opps/short	Free stickers
b2b	redata	RE_CFG/lactogrow/opps/msg	Happy Hinamatsuri 🌸 A free Familyness sticker set for your daughter’s day — plus a hinaarare snack guide and 150 points.
b2b	redata	RE_CFG/lactogrow/opps/cta	Get the stickers
b2b	redata	RE_CFG/lactogrow/opps/send	Feb 24 · 10:00
b2b	redata	RE_CFG/lactogrow/opps/seg	Households with a daughter · 18,600 members
b2b	redata	RE_CFG/lactogrow/opps/data	Priority: tummy comfort
b2b	redata	RE_CFG/lactogrow/opps/d	Jul 7
b2b	redata	RE_CFG/lactogrow/opps/n	Tanabata wish tanzaku
b2b	redata	RE_CFG/lactogrow/opps/jp	Tanabata
b2b	redata	RE_CFG/lactogrow/opps/short	Jul 7 · Tanabata
b2b	redata	RE_CFG/lactogrow/opps/short	Write a wish
b2b	redata	RE_CFG/lactogrow/opps/wish	May she grow up healthy and happy
b2b	redata	RE_CFG/lactogrow/opps/wishReply	May your wish come true ✨⟦0⟧Your tanzaku is hanging on the Familyness wish tree, Mayumi — and your LACTOGROW points are doubled this week.
b2b	redata	RE_CFG/lactogrow/opps/msg	Happy Tanabata 🎋 Write a wish for your child on a digital tanzaku — we’ll hang it on the Familyness wish tree and double your points this week.
b2b	redata	RE_CFG/lactogrow/opps/cta	Write my wish
b2b	redata	RE_CFG/lactogrow/opps/send	Jun 28 · 10:00
b2b	redata	RE_CFG/lactogrow/opps/seg	All members · 204k
b2b	redata	RE_CFG/lactogrow/opps/data	Child age: 3 in Nov
b2b	redata	RE_CFG/lactogrow/opps/d	Apr 6
b2b	redata	RE_CFG/lactogrow/opps/n	Nyūgakushiki — first school day
b2b	redata	RE_CFG/lactogrow/opps/jp	Nyūgakushiki
b2b	redata	RE_CFG/lactogrow/opps/short	Child is 3, not 6
b2b	redata	RE_CFG/lactogrow/opps/short	Apr 6 · Nyūgakushiki
b2b	redata	RE_CFG/lactogrow/opps/short	Nothing — skipped
b2b	redata	RE_CFG/lactogrow/opps/msg	Congratulations on starting school 🎒 A first-day breakfast plan and a LACTOGROW Aktif lunchbox set for your new first-grader.
b2b	redata	RE_CFG/lactogrow/opps/cta	Get the breakfast plan
b2b	redata	RE_CFG/lactogrow/opps/send	Mar 28 · 10:00
b2b	redata	RE_CFG/lactogrow/opps/seg	Children aged 6 · 3,410 members
consumer	line	LINE/user	Read
consumer	line	LINE/addFriend	Official account
consumer	line	LINE/addFriend	Add
consumer	line	LINE/addFriend	Block
consumer	line	LINE/addFriend	Add us to claim your free sample and get delivery updates, tips and offers right here on LINE.
consumer	line	LINE/addFriend	Free sample campaign
consumer	line	LINE/addFriend	Official website
consumer	line	LINE/addFriend	Store locator
consumer	line	LINE/addFriend	By adding this account you agree to receive messages from
consumer	line	LINE/phone	Today
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)		Nestlé LACTOGROW — existing customer (web form)
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/kicker	SCENARIO B · SHE ALREADY BUYS LACTOGROW
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/title	Same form.⟦0⟧A customer you already have.
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/sub	One answer tells the form she is already a LACTOGROW family. No sample is sent — she is enrolled into Nestlé Familyness instead.
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/meta	CAMPAIGN
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/meta	Existing customer
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/meta	OUTCOME
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/meta	Loyalty enrollment
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	Build it once
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	Same builder. Same questions.
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	Builder
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	No developer
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	Same embed on nestle.jp
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	One form for every visitor.
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	Script → form
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	The answer splits it
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	Already a buyer → no sample.
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	No sample cost
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	Instant enrollment
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	Keep the customer
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	Card, points, festivals.
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	Loyalty
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/phases	Re-engagement
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	INTRO/cta	Start with the builder
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	B/title	Nestlé LACTOGROW Interaction [Sep 2026-live]
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/heroT	Try Nestlé LACTOGROW — free sample
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/formTitle	Get your free LACTOGROW sample!
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/formCta	Continue
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/fields	Full name
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/fields	Mobile number
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/fields	Email ID
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	B/fixed	Signup
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	B/fixed	Always Enabled
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	B/fixed	Privacy notice (APPI) + consent
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	B/fixed	v1.0 · Always Enabled
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	B/fixed	Email & phone validation
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/pages	Decides which LACTOGROW pack we send
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/pages	Tailors the tips we send after delivery
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/pages	Decides where the Day-7 coupon sends them
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/pages	Tells us if this is a switch or a first trial
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/pages	Please enter your postal code
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/pages	Used to score the delivery partner for your area
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/pages	Please share your complete address
consumer	tpl:Nestlé LACTOGROW — existing customer (web form)	B/pages	Verified by agentic consensus before approval
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	B/after	Claim Success 🎉
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	B/after	Existing customer → Familyness enrollment
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	B/after	Feedback · Day 7 (LINE)
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	EMBED_CODE	Loading...
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/channelLabel	Web form on nestle.jp
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/source	Website form · nestle.jp → LINE
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/startDate	Sep 12 (Sat)
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/call/k	STEP 1 · BUILDER
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/call/t	One form, both kinds of visitor
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/call/s	Identical to Scenario A — the answers decide what happens next.
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/call/pts	Page 1 qualifies the child
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/call/pts	Page 2 asks what she buys today
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/call/cta	Add the pack logic
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/sku/skus	LACTOGROW 3 · 1–3 years trial
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/sku/skus	LACTOGROW Aktif · 4–6 years trial
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/call/k	STEP 2 · PACK LOGIC
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/call/t	Pack rule stays on
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/call/s	It only fires for people who don’t buy the brand yet.
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/call/pts	Existing buyers never reach it
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/call/cta	Next: pixels
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/pixel/platform	Meta Pixel
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/more	Marketing Pixel 2 · TikTok Pixel
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/more	C8LM4RJC77U9K2
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/more	Marketing Pixel 3 · Google Ads
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/more	Marketing Pixel 4 · Yahoo! JAPAN Ads
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/more	yjtag 7740-XX
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/more	Marketing Pixel 5 · LINE Tag
b2b	tpl:Nestlé LACTOGROW — existing customer (web form)	CHAT_CONFIG/pre/call/k	STEP 3 · MEASUREMENT
